Tournament,Stage,Match Type,Team A,Team B,Team A Winrate vs B,Team A Winrate,Team A K/D Ratio,Team A Average Damage,Team A Average Combat Score,Team A Average First Kills,Team A Average First Deaths Per Round,Team B Winrate vs A,Team B Winrate,Team B K/D Ratio,Team B Average Damage,Team B Average Combat Score,Team B Average First Kills,Team B Average First Deaths Per Round,Team A Win
Valorant Champions 2024,Playoffs,Upper Semifinals,LEVIATÁN,Team Heretics,50.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,50.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,1
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels,FNATIC,75.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,25.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,1
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics,DRX,100.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,0.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,1
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming,LEVIATÁN,100.0,60.317460317460316,1.1070243541830485,132.43890784982935,203.51084710743802,4.126869520371326,0.4042116040955631,0.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,1
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics,Sentinels,100.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,0.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,1
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN,Team Heretics,50.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,50.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,0
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming,Team Heretics,100.0,60.317460317460316,1.1070243541830485,132.43890784982935,203.51084710743802,4.126869520371326,0.4042116040955631,0.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,1
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex,Xi Lai Gaming,100.0,62.82051282051282,1.1706334821717297,135.60969044414534,208.84226110363392,5.876985195154778,0.21334051144010768,0.0,55.81395348837209,1.1150591957074858,132.96025437201908,203.01639344262296,3.9470365699873895,1.0114944356120827,1
Valorant Champions 2025,Group Stage,Opening (A),GIANTX,Sentinels,100.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,0.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,1
Valorant Champions 2025,Group Stage,Opening (C),NRG,EDward Gaming,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0.0,60.317460317460316,1.1070243541830485,132.43890784982935,203.51084710743802,4.126869520371326,0.4042116040955631,1
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid,DRX,0.0,59.70149253731343,1.1481855197091555,131.06814310051107,202.0664395229983,5.721976149914821,0.15554684838160138,100.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,0
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming,T1,0.0,51.28205128205128,0.9928155576179066,130.2403314917127,196.53787878787878,3.7357954545454546,0.7832872928176796,100.0,56.86274509803921,1.1628582610716542,132.25409491810163,204.56236875262493,5.75472490550189,0.25318353632927343,0
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports,Team Heretics,0.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,100.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming,MIBR,0.0,55.319148936170215,1.0423467375225772,129.60718294051628,197.9389193422083,3.8282591725214674,0.3801555555555555,100.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon,FNATIC,0.0,50.0,1.1095380035930928,129.50312825860271,199.68196037539104,5.570385818561001,0.3121324296141814,100.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex,GIANTX,100.0,62.82051282051282,1.1706334821717297,135.60969044414534,208.84226110363392,5.876985195154778,0.21334051144010768,0.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX,NRG,0.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics,T1,100.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,0.0,56.86274509803921,1.1628582610716542,132.25409491810163,204.56236875262493,5.75472490550189,0.25318353632927343,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR,FNATIC,0.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,100.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,0
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid,EDward Gaming,66.66666666666667,59.70149253731343,1.1481855197091555,131.06814310051107,202.0664395229983,5.721976149914821,0.15554684838160138,33.33333333333333,60.317460317460316,1.1070243541830485,132.43890784982935,203.51084710743802,4.126869520371326,0.4042116040955631,1
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming,Sentinels,50.0,55.81395348837209,1.1150591957074858,132.96025437201908,203.01639344262296,3.9470365699873895,1.0114944356120827,50.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,1
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming,Rex Regum Qeon,0.0,55.319148936170215,1.0423467375225772,129.60718294051628,197.9389193422083,3.8282591725214674,0.3801555555555555,100.0,50.0,1.1095380035930928,129.50312825860271,199.68196037539104,5.570385818561001,0.3121324296141814,0
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports,Dragon Ranger Gaming,100.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0.0,51.28205128205128,0.9928155576179066,130.2403314917127,196.53787878787878,3.7357954545454546,0.7832872928176796,1
Valorant Champions 2025,Group Stage,Decider (C),DRX,Team Liquid,100.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,0.0,59.70149253731343,1.1481855197091555,131.06814310051107,202.0664395229983,5.721976149914821,0.15554684838160138,1
Valorant Champions 2025,Group Stage,Decider (A),GIANTX,Xi Lai Gaming,100.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,0.0,55.81395348837209,1.1150591957074858,132.96025437201908,203.01639344262296,3.9470365699873895,1.0114944356120827,1
Valorant Champions 2025,Group Stage,Decider (D),T1,G2 Esports,33.33333333333334,56.86274509803921,1.1628582610716542,132.25409491810163,204.56236875262493,5.75472490550189,0.25318353632927343,66.66666666666666,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0
Valorant Champions 2025,Group Stage,Decider (B),MIBR,Rex Regum Qeon,100.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,0.0,50.0,1.1095380035930928,129.50312825860271,199.68196037539104,5.570385818561001,0.3121324296141814,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex,G2 Esports,83.33333333333334,62.82051282051282,1.1706334821717297,135.60969044414534,208.84226110363392,5.876985195154778,0.21334051144010768,16.666666666666664,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC,DRX,60.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,40.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics,MIBR,0.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,100.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,0
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG,GIANTX,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,1
Valorant Champions 2025,Playoffs,Lower Round 1,DRX,G2 Esports,100.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,0.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,1
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics,GIANTX,75.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,25.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,1
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC,Paper Rex,33.33333333333333,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,66.66666666666667,62.82051282051282,1.1706334821717297,135.60969044414534,208.84226110363392,5.876985195154778,0.21334051144010768,1
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR,NRG,40.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,60.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex,Team Heretics,100.0,62.82051282051282,1.1706334821717297,135.60969044414534,208.84226110363392,5.876985195154778,0.21334051144010768,0.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,1
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR,DRX,0.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,100.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,0
Valorant Champions 2025,Playoffs,Upper Final,FNATIC,NRG,0.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
Valorant Champions 2025,Playoffs,Lower Round 3,DRX,Paper Rex,60.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,40.0,62.82051282051282,1.1706334821717297,135.60969044414534,208.84226110363392,5.876985195154778,0.21334051144010768,1
Valorant Champions 2025,Playoffs,Lower Final,FNATIC,DRX,60.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,40.0,62.5,1.1244449901768172,130.4926326129666,201.07563850687623,6.37180746561886,0.09578585461689589,1
Valorant Champions 2025,Playoffs,Grand Final,NRG,FNATIC,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,1
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9,FURIA,100.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,0.0,30.0,1.0319872117676254,126.44857881136952,194.70230179028133,4.927365728900256,0.288625322997416,1
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN,LOUD,0.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,100.0,50.0,1.100236278115387,131.93910447761195,201.16597014925372,5.804179104477612,0.2851044776119403,0
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses,2Game Esports,100.0,51.515151515151516,1.0336185521913128,131.14161996943454,200.26846663270504,5.647478349465104,0.2407997962302598,0.0,16.666666666666664,0.8917171717171717,122.44444444444444,185.08585858585857,4.853535353535354,0.10904040404040403,1
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR,KRÜ Esports,66.66666666666667,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,33.33333333333333,38.0,1.0972633759233803,130.55898290954565,201.03709879116298,5.444768653605669,0.22129637348895373,0
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves,NRG,66.66666666666666,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,33.33333333333334,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,1
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels,G2 Esports,37.5,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,62.5,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports,G2 Esports,0.0,16.666666666666664,0.8917171717171717,122.44444444444444,185.08585858585857,4.853535353535354,0.10904040404040403,100.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA,Sentinels,50.0,30.0,1.0319872117676254,126.44857881136952,194.70230179028133,4.927365728900256,0.288625322997416,50.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves,KRÜ Esports,66.66666666666666,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,33.33333333333334,38.0,1.0972633759233803,130.55898290954565,201.03709879116298,5.444768653605669,0.22129637348895373,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG,LOUD,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0.0,50.0,1.100236278115387,131.93910447761195,201.16597014925372,5.804179104477612,0.2851044776119403,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9,Evil Geniuses,50.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,50.0,51.515151515151516,1.0336185521913128,131.14161996943454,200.26846663270504,5.647478349465104,0.2407997962302598,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR,LEVIATÁN,40.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,60.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports,FURIA,50.0,16.666666666666664,0.8917171717171717,122.44444444444444,185.08585858585857,4.853535353535354,0.10904040404040403,50.0,30.0,1.0319872117676254,126.44857881136952,194.70230179028133,4.927365728900256,0.288625322997416,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN,NRG,0.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels,Cloud9,100.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,0.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR,100 Thieves,50.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,50.0,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports,Evil Geniuses,100.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0.0,51.515151515151516,1.0336185521913128,131.14161996943454,200.26846663270504,5.647478349465104,0.2407997962302598,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD,KRÜ Esports,20.0,50.0,1.100236278115387,131.93910447761195,201.16597014925372,5.804179104477612,0.2851044776119403,80.0,38.0,1.0972633759233803,130.55898290954565,201.03709879116298,5.444768653605669,0.22129637348895373,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9,2Game Esports,100.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,0.0,16.666666666666664,0.8917171717171717,122.44444444444444,185.08585858585857,4.853535353535354,0.10904040404040403,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR,NRG,40.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,60.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels,Evil Geniuses,75.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,25.0,51.515151515151516,1.0336185521913128,131.14161996943454,200.26846663270504,5.647478349465104,0.2407997962302598,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN,KRÜ Esports,100.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,0.0,38.0,1.0972633759233803,130.55898290954565,201.03709879116298,5.444768653605669,0.22129637348895373,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA,G2 Esports,33.33333333333333,30.0,1.0319872117676254,126.44857881136952,194.70230179028133,4.927365728900256,0.288625322997416,66.66666666666667,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD,100 Thieves,25.0,50.0,1.100236278115387,131.93910447761195,201.16597014925372,5.804179104477612,0.2851044776119403,75.0,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports,NRG,25.0,38.0,1.0972633759233803,130.55898290954565,201.03709879116298,5.444768653605669,0.22129637348895373,75.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves,LEVIATÁN,50.0,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,50.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA,Evil Geniuses,33.33333333333334,30.0,1.0319872117676254,126.44857881136952,194.70230179028133,4.927365728900256,0.288625322997416,66.66666666666666,51.515151515151516,1.0336185521913128,131.14161996943454,200.26846663270504,5.647478349465104,0.2407997962302598,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports,Sentinels,0.0,16.666666666666664,0.8917171717171717,122.44444444444444,185.08585858585857,4.853535353535354,0.10904040404040403,100.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports,Cloud9,100.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR,LOUD,50.0,45.0,1.0241980407070685,127.13477653631286,192.96438547486034,5.495810055865922,0.3115083798882681,50.0,50.0,1.100236278115387,131.93910447761195,201.16597014925372,5.804179104477612,0.2851044776119403,1
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN,Cloud9,0.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,100.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports,100 Thieves,75.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,25.0,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,1
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels,Cloud9,100.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,0.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,1
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG,G2 Esports,20.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,80.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves,Evil Geniuses,100.0,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,0.0,51.515151515151516,1.0336185521913128,131.14161996943454,200.26846663270504,5.647478349465104,0.2407997962302598,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG,LEVIATÁN,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0.0,33.33333333333333,1.118209912824277,131.47798119742703,201.30826323602176,5.925284512617516,0.2929391390400792,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9,100 Thieves,50.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,50.0,61.904761904761905,1.100479020379397,132.43696450428396,203.64953080375358,5.919755600814664,0.2764422684618523,1
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels,G2 Esports,37.5,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,62.5,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG,Cloud9,50.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,50.0,51.42857142857142,1.1080398930326874,131.93362193362194,204.09379509379508,5.6479076479076475,0.22898508898508899,1
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels,NRG,0.0,55.932203389830505,1.1193275063538501,131.39356704011564,204.24213950126492,6.361763642934586,0.19513913986266718,100.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,0
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports,NRG,80.0,68.05555555555556,1.1566480098331036,133.9560639070443,206.75526506899055,6.074074074074074,0.289480755265069,20.0,59.183673469387756,1.145885463303132,132.77908390758006,204.671260640454,5.903238866396761,0.280871503850831,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere,Apeks,100.0,46.42857142857143,1.0653642122650384,130.95567375886526,196.8983451536643,5.632387706855792,0.16748226950354608,0.0,0.0,0.8686147186147186,120.53246753246754,182.87445887445887,4.991341991341991,0.11186147186147186,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality,GIANTX,75.0,47.368421052631575,1.134357674696951,131.09086370444334,202.12131802296554,5.4857713429855215,0.3386320519221168,25.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports,Gentle Mates,75.0,40.0,1.050085562550798,129.9902755267423,199.88181327576902,5.613354873451804,0.23861156131820638,25.0,40.0,0.9758912597017136,124.71059782608695,189.7554347826087,4.985054347826087,0.5944701086956521,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid,KOI,100.0,59.70149253731343,1.1481855197091555,131.06814310051107,202.0664395229983,5.721976149914821,0.15554684838160138,0.0,16.666666666666664,1.0485280898876406,126.25730337078652,191.36404494382023,5.087640449438203,0.10602247191011235,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics,BBL Esports,60.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,40.0,61.76470588235294,1.041038731531762,129.81342872867364,198.12177729018103,5.503289473684211,0.27581177765547604,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC,Karmine Corp,100.0,60.49382716049383,1.1824035149818148,133.31324921135646,205.19211356466877,6.123343848580442,0.1990410094637224,0.0,40.0,1.0230733583048113,126.32730732635585,192.2150333016175,5.586108468125595,0.21767840152235965,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks,Karmine Corp,0.0,0.0,0.8686147186147186,120.53246753246754,182.87445887445887,4.991341991341991,0.11186147186147186,100.0,40.0,1.0230733583048113,126.32730732635585,192.2150333016175,5.586108468125595,0.21767840152235965,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX,BBL Esports,75.0,45.16129032258064,0.9588739738848653,124.98671497584542,188.33816425120773,5.4601449275362315,0.28856280193236716,25.0,61.76470588235294,1.041038731531762,129.81342872867364,198.12177729018103,5.503289473684211,0.27581177765547604,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid,Natus Vincere,66.66666666666667,59.70149253731343,1.1481855197091555,131.06814310051107,202.0664395229983,5.721976149914821,0.15554684838160138,33.33333333333333,46.42857142857143,1.0653642122650384,130.95567375886526,196.8983451536643,5.632387706855792,0.16748226950354608,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates,Team Heretics,0.0,40.0,0.9758912597017136,124.71059782608695,189.7554347826087,4.985054347826087,0.5944701086956521,100.0,63.46153846153846,1.1450188263533216,131.86393952867942,202.49399733214761,5.7480035492457855,0.3719697643397065,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports,Team Vitality,50.0,40.0,1.050085562550798,129.9902755267423,199.88181327576902,5.613354873451804,0.23861156131820638,50.0,47.368421052631575,1.134357674696951,131.09086370444334,202.12131802296554,5.4857713429855215,0.3386320519221168,0
