Team,Winrate,Elo,International Elo,LAN Winrate,K/D Ratio,Average Damage,Average Combat Score,Average First Kills,Average First Deaths Per Round,Rating,KAST,Clutch Success,Image Path,Region,id
Karmine Corp,53.333333333333336,1530.1829775893527,1493.458815212416,31.666666666666664,1.0494763142408128,128.39344645951456,196.13627831863127,3.4755242991156305,0.3294636970643163,0.9976242780267549,72.23306896062314,29.91979316979317,/static/logos/karmine-corp-logo.png,EMEA,40
KeepBest Gaming,0.0,1458.1954234987659,1500.0,50.0,1.0,130.0,200.0,5.0,0.25,1.0,70.0,15.0,/static/logos/keepbest-gaming-logo.png,CN,41
Keyd Stars,20.0,1454.1029709341324,1454.1029709341324,20.5607476635514,0.990589898989899,125.46585858585858,187.03636363636366,3.1717171717171717,0.10187878787878787,0.9559533799533799,69.88606060606061,12.41998556998557,/static/logos/keyd-stars-logo.png,AMER,42
Kiwoom DRX,41.66666666666667,1472.9005549023134,1500.0,50.0,0.9924008926106189,128.245614434585,191.35645959432722,2.7851819748878577,1.456086760053672,0.9648153121388415,69.57361829347124,33.676984126984124,/static/logos/kiwoom-drx-logo.png,Pacific,43
LEVIATÁN,73.33333333333333,1590.8810502710742,1570.0384831733843,79.43925233644859,1.3168951282369008,135.7861455238661,206.37859229550406,3.5288376411170526,1.6016346727074666,1.123069523668053,77.00086619875223,45.72053571428572,/static/logos/leviatan-logo.png,AMER,44
LOUD,53.333333333333336,1544.436144925989,1614.1402338538935,61.22448979591836,0.957948439354287,126.05379039261393,192.08621966269027,3.6080881210292977,2.1261509209744505,0.9512271310388958,69.33324557795146,29.957359307359308,/static/logos/loud-logo.png,AMER,45
Liberty,0.0,1463.1938419447215,1463.1938419447215,0.0,0.7370629370629371,121.86013986013987,179.94405594405595,2.4230769230769234,0.11437062937062938,0.8085314685314686,64.11888111888112,7.793269230769231,/static/logos/liberty-logo.png,AMER,46
MIBR,40.0,1508.6465107836866,1486.18047393681,40.59405940594059,1.0865598756027794,130.96614409555588,197.20184364654955,4.083270106799518,2.8832506441271146,1.0136542622954388,71.67666503431208,28.85969387755102,/static/logos/mibr-logo.png,AMER,47
NORTHEPTION,33.33333333333333,1480.2265707693966,1480.2265707693966,30.15873015873015,0.8367521367521368,117.69824032176973,177.2149824032177,2.944997486173957,0.10621719457013577,0.8293634992458522,64.37456008044244,16.090277777777775,/static/logos/northeption-logo.png,Pacific,48
NRG,53.333333333333336,1653.5273801651724,1588.7951609544903,58.16326530612243,1.0709408741526834,130.67480633115306,197.79372456004032,5.175529334786301,3.1970559519141566,1.0189953650981516,71.97505827505827,34.891666666666666,/static/logos/nrg-logo.png,AMER,49
NUTURN,50.0,1500.5949059582754,1500.5949059582754,48.101265822784804,1.0236383616383617,119.1306943056943,195.00824175824175,3.8802447552447554,0.09548176823176824,0.8938918581418581,68.22427572427573,9.064743589743589,/static/logos/nuturn-logo.png,Pacific,50
Natus Vincere,46.666666666666664,1478.4010691491233,1495.5668945620932,36.66666666666667,1.0920879105055914,132.1871700031994,199.06578998887824,3.267650943827414,0.3106756273138626,1.0119557456160397,70.7481758383229,36.32666666666667,/static/logos/natus-vincere-logo.png,EMEA,51
Ninjas In Pyjamas,33.33333333333333,1486.4114002173426,1486.4114002173426,34.92063492063492,0.9332323232323231,124.55218855218855,194.0824915824916,3.03030303030303,0.11063973063973065,0.9705387205387205,67.25757575757576,14.945811051693404,/static/logos/ninjas-in-pyjamas-logo.png,EMEA,52
